"locID","CNN","xLoc","yLoc","LocationDescription","curbReturnLoc","positionOnReturn","Latitude","Longitude","LastUpdate","InvenID","conditionScore","detectableSurf","vitalFacilities","heavyTraffic","lipTooHigh","probStreetMeetCR","possBasementObstacle","signalPoleInWing","catchBasinFrontOfCR","insideCrosswalk","surfCond","slopeWing","flushToCorner","colorContrast","paintedRed","topClearance","sideClearance","CRTooNarrow","levelLandTop","levelLandBottom","slopeRangeID","crPossible","crExist","Location"
"26245000-S-Center-BT","26245000","5996384.345583","2102803.913147","CLARENDON AVE: PANORAMA DR intersection","S","Center","37.75377442155","-122.45553738315","2020 Nov 10 06:44:16 AM","34088","67","1","1","1","0",,"0","0","0","1","1","1",,"1",,,,"1","0","0","3",,"1","    (37.75377442155214, -122.45553738314804)"
"22294000-W-Left","22294000","5998968.05072","2095905.50503","LOS PALMOS DR: TERESITA BLVD intersection","W","Left","37.73486260332","-122.4458344821","2020 Nov 10 06:44:16 AM","12211","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.73486260331785, -122.44583448210226)"
"27949000-SE-Left","27949000","5981840.74016","2106210.05627","46TH AVE: IRVING ST intersection","SE","Left","37.7622849835","-122.50605907531","2020 Nov 10 06:44:16 AM","45342","100","1","1","1","0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.762284983499576, -122.50605907530704)"
"24451000-NW-Right","24451000","6006377.49161","2111137.74687","FRANKLIN ST: HAYES ST intersection","NW","Right","37.77709095885","-122.42133043123","2020 Nov 10 06:44:16 AM","24621","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.777090958853286, -122.42133043123314)"
"27153000-NW-Right","27153000","5993570.41978","2107367.31675","08TH AVE: LINCOLN WAY intersection","NW","Right","37.7659699281","-122.46537663241","2020 Nov 10 06:44:16 AM","39812","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.76596992809913, -122.46537663241084)"
"20564000-NE-Left","20564000","6012674.39929","2090629.70849","GOULD ST: SALINAS AVE intersection","NE","Left","37.72114322399","-122.39832598244","2020 Nov 10 06:44:16 AM","2701","24",,,,"0","0","0","0","0","1","0","1","1","1","0","0","0","0","0",,"4",,"1","    (37.72114322399322, -122.39832598243672)"
"23281000-NE-Left","23281000","5987637.84109","2100343.25796","28TH AVE: RIVERA ST intersection","NE","Left","37.74635407276","-122.48559732041","2020 Nov 10 06:44:16 AM","17593","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.74635407275763, -122.48559732041308)"
"25564000-NE-Right","25564000","6006256.88653","2119390.42427","FILBERT ST: POLK ST intersection","NE","Right","37.79969365902","-122.4225252152","2020 Nov 10 06:44:16 AM","29994","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79969365902276, -122.42252521520241)"
"24545000-E-Left-BT","24545000","6015643.27459","2115952.04925","FOLSOM ST: THE EMBARCADERO intersection","E","Left","37.79082693548","-122.39001234695","2020 Nov 10 06:44:16 AM","25108","60","0","1","1","0",,"0","0","0","1","1","1",,"0",,,,"1","0","0","3",,"1","    (37.7908269354771, -122.39001234694823)"
"27777000-SW-Right","27777000","5982797.52368","2104201.3864","43RD AVE: LAWTON ST intersection","SW","Right","37.75683456714","-122.50245047739","2020 Nov 10 06:44:16 AM","44145","100","1","0","0","0","0",,"0","0","1","1","1",,"1",,"1","1","1","1","1","2",,"1","    (37.75683456714195, -122.50245047739017)"
"25561000-SE-Left","25561000","6006738.47776","2119398.09289","FILBERT ST: LARKIN ST intersection","SE","Left","37.7999024229","-122.4208826363","2020 Nov 10 06:44:16 AM","29973","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79990242289769, -122.4208826363014)"
"21120000-SW-Right","21120000","6010659.41054","2100731.748","CESAR CHAVEZ ON RAMP: HAMPSHIRE ST intersection","SW","Right","37.74895722881","-122.40648737398","2020 Nov 10 06:44:16 AM","5656","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.74895722880831, -122.40648737397923)"
"28083000-SE-Left","28083000","6009999.18089","2098660.82826","BREWSTER ST: ESMERALDA AVE \ FRANCONIA ST intersection","SE","Left","37.74318725198","-122.40809892869","2020 Nov 10 06:44:16 AM","45940","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.74318725197539, -122.40809892869075)"
"34165000-N-Right-I","34165000","6016481.40021","2108662.595","MISSION BAY BLVD SOUTH: MISSION BAY BLVD \ TERRY A FRANCOIS BLVD intersection","N","Right","37.77083857923","-122.38644858146","2020 Nov 10 06:44:16 AM","50206","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.77083857922978, -122.38644858146426)"
"22865000-E-Right-I","22865000","5995291.91109","2100470.91092","DEWEY BLVD: LAGUNA HONDA BLVD intersection","E","Right","37.74728630618","-122.45917437542","2020 Nov 10 06:44:16 AM","15152","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.74728630617553, -122.45917437542131)"
"25524000-NW-Right","25524000","6008348.61562","2121416.28012","BAY ST: TAYLOR ST intersection","NW","Right","37.80541715875","-122.41524148534","2020 Nov 10 06:44:16 AM","29796","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.805417158745726, -122.41524148533624)"
"26999000-S-Left","26999000","5999454.09207","2119387.79993","CHESTNUT ST: RICHARDSON AVE intersection","S","Left","37.79958089759","-122.44596537157","2020 Nov 10 06:44:16 AM","38962","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.79958089759168, -122.44596537157493)"
"26553000-SE-Left","26553000","6005459.75985","2118172.09107","FRANKLIN ST: VALLEJO ST intersection","SE","Left","37.79648128955","-122.42524987445","2020 Nov 10 06:44:16 AM","35942","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.796481289552794, -122.425249874451)"
"27065000-SW-Left","27065000","5995185.5363","2106165.03372","03RD AVE: PARNASSUS AVE intersection","SW","Left","37.76292592423","-122.4597903744","2020 Nov 10 06:44:16 AM","39285","100","1","1","1","0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.762925924227545, -122.45979037439749)"
"27688000-NE-Right","27688000","5985938.167","2104376.51105","33RD AVE: LAWTON ST intersection","NE","Right","37.75730576414","-122.49173678943","2020 Nov 10 06:44:16 AM","43432","100","1",,,"0","0",,"0","0","1","1","1","1","1","0","1","1","1","1","1","2",,"1","    (37.75730576414449, -122.49173678943025)"
"25948000-SE-Left","25948000","6004131.17163","2110259.49305","HICKORY ST: WEBSTER ST intersection","SE","Left","37.77464891091","-122.42927262998","2020 Nov 10 06:44:16 AM","32446","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.774648910911466, -122.42927262998363)"
"22260000-NE-Right","22260000","5997470.88409","2095016.73778","GENNESSEE ST: JOOST AVE intersection","NE","Right","37.73231590764","-122.45115344384","2020 Nov 10 06:44:16 AM","12040","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.732315907638274, -122.45115344384371)"
"27902000-NW-Left","27902000","5983444.1943","2112491.67133","40TH AVE: GEARY BLVD intersection","NW","Left","37.77935020403","-122.50080253484","2020 Nov 10 06:44:16 AM","44983","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.779350204031736, -122.50080253484401)"
"25264000-SE-Left","25264000","6008385.0585","2118063.76847","BERNARD ST: JONES ST intersection","SE","Left","37.7963165006","-122.41509427905","2020 Nov 10 06:44:16 AM","51488","-2",,,,,,"0",,,,,,,,,,,,,,,"N12","0","    (37.79631650060151, -122.41509427904923)"
"22586000-SW-Right","22586000","5995635.61447","2092005.58009","GRANADA AVE: OCEAN AVE intersection","SW","Right","37.72410166986","-122.45716900055","2020 Nov 10 06:44:16 AM","13545","93","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","2",,"1","    (37.72410166985644, -122.45716900054559)"
"25187000-SE-Right","25187000","6006186.56679","2112985.25893","FRANKLIN ST: LARCH ST intersection","SE","Right","37.78221922418","-122.42236949421","2020 Nov 10 06:44:16 AM","28146","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.78221922417704, -122.42236949420906)"
"22336000-S-Center","22336000","5999634.03889","2100150.91452","CLIPPER ST: DIAMOND HEIGHTS BLVD intersection","S","Center","37.74676520358","-122.44396075333","2020 Nov 10 06:44:16 AM","12374","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.746765203581205, -122.44396075333341)"
"27940000-SE-Left","27940000","5981576.15571","2104841.12266","47TH AVE: KIRKHAM ST intersection","SE","Left","37.7585126398","-122.50686795296","2020 Nov 10 06:44:16 AM","45286","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.75851263980237, -122.50686795295806)"
"22926000-N-Center","22926000","5992314.71494","2097213.51685","14TH AVE: WEST PORTAL AVE intersection","N","Center","37.73796986778","-122.46905667821","2020 Nov 10 06:44:16 AM","15482","57",,,,"0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",,"4",,"1","    (37.73796986778314, -122.46905667820693)"
"22999000-NE-Left","22999000","5992001.74903","2100494.33148","14TH AVE: RIVERA ST intersection","NE","Left","37.7470198029","-122.47051178815","2020 Nov 10 06:44:16 AM","15886","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.74701980289974, -122.47051178814822)"
"21773000-W-Left","21773000","6002332.21689","2092513.14895","MISSION ST: SANTA ROSA AVE intersection","W","Left","37.72576177637","-122.43398235544","2020 Nov 10 06:44:16 AM","9325","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.725761776366866, -122.43398235543964)"
"21941000-SE-Left","21941000","6002463.69563","2095568.97289","DIAMOND ST: WILDER ST intersection","SE","Left","37.73425960178","-122.43394718473","2020 Nov 10 06:44:16 AM","10320","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.73425960177691, -122.43394718472916)"
"23212000-SW-Right","23212000","5989712.68898","2101717.19583","21ST AVE: PACHECO ST intersection","SW","Right","37.75041567874","-122.47835384406","2020 Nov 10 06:44:16 AM","17166","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.750415678742115, -122.47835384406325)"
"27875000-NE-Left","27875000","5983262.73961","2110378.53875","41ST AVE: CABRILLO ST intersection","NE","Left","37.77365265899","-122.50146272252","2020 Nov 10 06:44:16 AM","44814","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.773652658993605, -122.50146272251507)"
"20901000-SE-Right","20901000","6009499.78458","2093436.45747","FELTON ST: HOLYOKE ST intersection","SE","Right","37.72874523991","-122.40953382895","2020 Nov 10 06:44:16 AM","4484","100","1",,,"0","0",,"0","0","1","1","1",,"1",,"1","1","1","1","1","2",,"1","    (37.72874523990803, -122.40953382895067)"
"27221000-SW-Right","27221000","5996322.97858","2112831.60011","GEARY BLVD: STANYAN BLVD intersection","SW","Right","37.78138126886","-122.45629574003","2020 Nov 10 06:44:16 AM","40231","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.781381268860855, -122.4562957400345)"
"24496000-N-Right","24496000","6014760.68514","2115222.84369","BEALE ST: FOLSOM ST intersection","N","Right","37.78868664812","-122.39272283338","2020 Nov 10 06:44:16 AM","24864","100","1","1","1","0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","1",,"1","    (37.78868664812304, -122.3927228333769)"
"22882000-S-Left-I","22882000","5993903.84889","2099150.26846","CLAREMONT BLVD: DEWEY BLVD \ KENSINGTON WAY \ MONTALVO AVE \ TARAVAL ST intersection","S","Left","37.74374939628","-122.463685996","2020 Nov 10 06:44:16 AM","50453","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.74374939628398, -122.4636859959951)"
"25283000-NE-Right","25283000","6007900.95641","2118037.70355","BERNARD ST: LEAVENWORTH ST intersection","NE","Right","37.79610989377","-122.41674144483","2020 Nov 10 06:44:16 AM","28647","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.79610989376518, -122.41674144483254)"
"27811000-SE-Right","27811000","5987014.48506","2109779.85851","29TH AVE: FULTON ST intersection","SE","Right","37.77237415586","-122.48847132368","2020 Nov 10 06:44:16 AM","44359","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.77237415586193, -122.48847132367976)"
"25731000-NE-Right","25731000","6003895.37354","2106600.15096","16TH ST: SHARON ST intersection","NE","Right","37.76444073905","-122.42977056734","2020 Nov 10 06:44:16 AM","31054","85","1","1","1","0",,"0","0","0","1","1","1",,"0",,,,"1","1","0","1",,"1","    (37.76444073904582, -122.42977056734082)"
"23167000-SE-Left","23167000","5990231.38774","2096972.2483","20TH AVE: WAWONA ST intersection","SE","Left","37.73740732816","-122.47636827054","2020 Nov 10 06:44:16 AM","16805","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.73740732816285, -122.47636827054309)"
"22267000-E-Right","22267000","6000745.86508","2095878.38927","BOSWORTH ST: CONGO ST \ ELK ST intersection","E","Right","37.73485679576","-122.43993438623","2020 Nov 10 06:44:16 AM","12078","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73485679575556, -122.43993438622644)"
"25227000-SW-Left","25227000","6005768.30352","2115512.808","FRANKLIN ST: PINE ST intersection","SW","Left","37.78920312652","-122.42378108085","2020 Nov 10 06:44:16 AM","28415","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.789203126521265, -122.42378108085023)"
"23906000-E-Left","23906000","6012771.74588","2112324.79043","04TH ST: HARRISON ST \ I-80 W ON RAMP intersection","E","Left","37.78079146912","-122.39961623253","2020 Nov 10 06:44:16 AM","21354","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.780791469118675, -122.3996162325305)"
"26875000-SE-Left","26875000","6000541.54593","2118532.33412","DIVISADERO ST: FILBERT ST intersection","SE","Left","37.79718117931","-122.44227928801","2020 Nov 10 06:44:16 AM","38168","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.797181179308375, -122.44227928800576)"
"23550000-NW-Left","23550000","6015871.35746","2102588.95787","03RD ST: 24TH ST intersection","NW","Left","37.75411213213","-122.38787864057","2020 Nov 10 06:44:16 AM","19376","100","1","0","1","0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","1",,"1","    (37.75411213213276, -122.38787864057494)"
"33704000-N-Right","33704000","5994038.00546","2086250.09685","RHINE ST: SHAKESPEARE ST intersection","N","Right","37.70798824659","-122.46231335624","2020 Nov 10 06:44:16 AM","48618","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.70798824658764, -122.46231335624009)"
"27852000-SW-Right","27852000","5985022.89816","2111745.53831","35TH AVE: ANZA ST intersection","SW","Right","37.77767672516","-122.49531043841","2020 Nov 10 06:44:16 AM","44667","68",,,,"0","1",,"0","0","0","1","1","1","0","0","1","1","1","1",,"3",,"1","    (37.77767672515551, -122.49531043841282)"
"23919000-W-Left","23919000","6011352.80482","2111089.90445","06TH ST: HARRISON ST intersection","W","Left","37.77727268884","-122.40407025672","2020 Nov 10 06:44:16 AM","21438","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.777272688836725, -122.40407025672336)"
"27148000-NE-Left","27148000","5993057.86109","2105979.90187","10TH AVE: JUDAH ST intersection","NE","Left","37.76212796509","-122.46725314119","2020 Nov 10 06:44:16 AM","39780","0",,,,,,"0",,,,,,,,,,,,,,,"Y30","0","    (37.762127965094486, -122.4672531411939)"
"26503000-SW-Right","26503000","6005373.09565","2114933.53259","FERN ST: GOUGH ST intersection","SW","Right","37.78759651261","-122.42514096309","2020 Nov 10 06:44:16 AM","35611","-2",,,,,,"0",,,,,,,,,,,,,,,"N08","0","    (37.787596512607365, -122.42514096308854)"
"25888000-NW-Right","25888000","6004045.67376","2108725.63851","CHURCH ST: HERMANN ST intersection","NW","Right","37.77035060488","-122.42922461921","2020 Nov 10 06:44:16 AM","32009","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.77035060487711, -122.42922461920685)"
"25030000-NE-Right","25030000","6010806.3315","2117951.37629","GRANT AVE: JACKSON ST intersection","NE","Right","37.79602473638","-122.40665235213","2020 Nov 10 06:44:16 AM","27388","0",,,,,,"1",,,,,,,,,,,,,,,"Y44","0","    (37.796024736377944, -122.40665235213466)"
"27913000-NE-Right","27913000","5983176.69286","2112524.74279","41ST AVE: GEARY BLVD intersection","NE","Right","37.77951432136","-122.5018872137","2020 Nov 10 06:44:16 AM","45071","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.7795143213633, -122.50188721370115)"
"21906000-SW-Left","21906000","6004549.70163","2099558.07351","28TH ST: CHURCH ST intersection","SW","Left","37.74529848747","-122.4268223035","2020 Nov 10 06:44:16 AM","10101","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.745298487469135, -122.42682230349766)"
"21947000-SE-Left","21947000","6002353.70274","2096276.32712","DIAMOND ST: SURREY ST intersection","SE","Left","37.73619853135","-122.43440127074","2020 Nov 10 06:44:16 AM","10355","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.73619853135452, -122.43440127073723)"
"27141000-NW-Right","27141000","5993952.02269","2105323.91467","07TH AVE: KIRKHAM ST intersection","NW","Right","37.76040533072","-122.46391189146","2020 Nov 10 06:44:16 AM","39721","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.760405330717646, -122.46391189145992)"
"27794000-NW-Right","27794000","5984025.24432","2107236.73926","MARTIN LUTHER KING JR DR: MIDDLE WEST DR intersection","NW","Right","37.76514157823","-122.4983541503","2020 Nov 10 06:44:16 AM","44255","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.76514157822882, -122.4983541502963)"
"4865201-SW-MB","4865201","6004818.2124","2106736.00095","DOLORES ST: ALERT ALY to 16TH ST (228 - 298) -- WEST --","SW","MB","37.7652062055","-122.42652217162","2020 Nov 10 06:44:16 AM","50593","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.7652062055025, -122.42652217161775)"
"21063000-NW-Left","21063000","6009001.78295","2097523.32463","CORTLAND AVE: NEVADA ST intersection","NW","Left","37.73983104785","-122.41137009673","2020 Nov 10 06:44:16 AM","5349","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.7398310478507, -122.41137009673422)"
"25357000-SW-Left","25357000","6010327.39578","2119558.46494","JASPER PL: UNION ST intersection","SW","Left","37.80054493745","-122.40835878347","2020 Nov 10 06:44:16 AM","29036","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.80054493744758, -122.4083587834707)"
"27836000-SE-Right","27836000","5986338.44835","2111119.18917","31ST AVE: BALBOA ST intersection","SE","Right","37.77600879516","-122.4908864628","2020 Nov 10 06:44:16 AM","44541","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.77600879515554, -122.49088646280391)"
"27856000-NE-Left","27856000","5985638.30015","2113231.53698","33RD AVE: CLEMENT ST intersection","NE","Left","37.78162722479","-122.49344634531","2020 Nov 10 06:44:16 AM","44692","85","1","1","1","0",,"0","0","0","1","1","0",,"1",,,,"1","0","1","1",,"1","    (37.78162722479164, -122.49344634530583)"
"22421000-S-Left","22421000","5997404.12602","2099406.07185","JUANITA WAY: TERESITA BLVD intersection","S","Left","37.7445027993","-122.45162570425","2020 Nov 10 06:44:16 AM","12773","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.74450279929582, -122.45162570424606)"
"21866000-S-Right","21866000","6003685.74699","2095829.38641","ARLINGTON ST: ROANOKE ST intersection","S","Right","37.7350274059","-122.42969863995","2020 Nov 10 06:44:16 AM","9832","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73502740590134, -122.42969863994584)"
